ticker,name,sector,exchange,yfinance_symbol,universe_rank
TOTO,PT Surya Toto Indonesia Tbk,UNKNOWN,IDX,TOTO.JK,311
DWGL,PT Dwi Guna Laksana Tbk,UNKNOWN,IDX,DWGL.JK,312
KIJA,PT Kawasan Industri Jababeka Tbk,UNKNOWN,IDX,KIJA.JK,313
BACA,PT Bank Capital Indonesia Tbk,UNKNOWN,IDX,BACA.JK,314
OMRE,PT Indonesia Prima Property Tbk,UNKNOWN,IDX,OMRE.JK,315
HATM,PT Habco Trans Maritima Tbk,UNKNOWN,IDX,HATM.JK,316
RALS,PT Ramayana Lestari Sentosa Tbk,UNKNOWN,IDX,RALS.JK,317
ASSA,PT Adi Sarana Armada Tbk,UNKNOWN,IDX,ASSA.JK,318
OASA,PT Maharaksa Biru Energi Tbk,UNKNOWN,IDX,OASA.JK,319
MAHA,PT Mandiri Herindo Adiperkasa Tbk,UNKNOWN,IDX,MAHA.JK,320
CENT,PT Centratama Telekomunikasi Indonesia Tbk,UNKNOWN,IDX,CENT.JK,321
SMIL,PT Sarana Mitra Luas Tbk,UNKNOWN,IDX,SMIL.JK,322
SMDM,PT Suryamas Dutamakmur Tbk,UNKNOWN,IDX,SMDM.JK,323
UDNG,PT Agro Bahari Nusantara Tbk,UNKNOWN,IDX,UDNG.JK,324
VISI,PT Satu Visi Putra Tbk,UNKNOWN,IDX,VISI.JK,325
IRSX,PT Folago Global Nusantara Tbk,UNKNOWN,IDX,IRSX.JK,326
BLTZ,PT Graha Layar Prima Tbk,UNKNOWN,IDX,BLTZ.JK,327
MSJA,PT Multi Spunindo Jaya Tbk,UNKNOWN,IDX,MSJA.JK,328
MGRO,PT Mahkota Group Tbk,UNKNOWN,IDX,MGRO.JK,329
BHIT,PT MNC Asia Holding Tbk,UNKNOWN,IDX,BHIT.JK,330
BNBA,PT Bank Bumi Arta Tbk,UNKNOWN,IDX,BNBA.JK,331
BUKK,PT Bukaka Teknik Utama Tbk.,UNKNOWN,IDX,BUKK.JK,332
PRDA,PT Prodia Widyahusada Tbk,UNKNOWN,IDX,PRDA.JK,333
WINS,PT Wintermar Offshore Marine Tbk,UNKNOWN,IDX,WINS.JK,334
MAYA,PT Bank Mayapada Internasional Tbk,UNKNOWN,IDX,MAYA.JK,335
BABP,PT Bank MNC Internasional Tbk,UNKNOWN,IDX,BABP.JK,336
IPCC,PT Indonesia Kendaraan Terminal Tbk,UNKNOWN,IDX,IPCC.JK,337
ASRI,PT Alam Sutera Realty Tbk,UNKNOWN,IDX,ASRI.JK,338
DATA,PT Remala Abadi Tbk,UNKNOWN,IDX,DATA.JK,339
VICO,PT Victoria Investama Tbk,UNKNOWN,IDX,VICO.JK,340
IATA,PT MNC Energy Investments Tbk,UNKNOWN,IDX,IATA.JK,341
MMLP,PT Mega Manunggal Property Tbk,UNKNOWN,IDX,MMLP.JK,342
ABDA,PT Asuransi Bina Dana Arta Tbk,UNKNOWN,IDX,ABDA.JK,343
TRIN,PT Perintis Triniti Properti Tbk,UNKNOWN,IDX,TRIN.JK,344
BCAP,PT MNC Kapital Indonesia Tbk,UNKNOWN,IDX,BCAP.JK,345
BISI,PT BISI International Tbk,UNKNOWN,IDX,BISI.JK,346
IFII,PT Indonesia Fibreboard Industry Tbk,UNKNOWN,IDX,IFII.JK,347
BMTR,PT Global Mediacom Tbk,UNKNOWN,IDX,BMTR.JK,348
JAWA,PT Jaya Agra Wattie Tbk,UNKNOWN,IDX,JAWA.JK,349
DNAR,PT Bank Oke Indonesia Tbk,UNKNOWN,IDX,DNAR.JK,350
BRAM,PT Indo Kordsa Tbk,UNKNOWN,IDX,BRAM.JK,351
PSKT,PT Red Planet Indonesia Tbk,UNKNOWN,IDX,PSKT.JK,352
BCIC,PT Bank JTrust Indonesia Tbk,UNKNOWN,IDX,BCIC.JK,353
NEST,PT Esta Indonesia Tbk,UNKNOWN,IDX,NEST.JK,354
LPGI,PT Lippo General Insurance Tbk,UNKNOWN,IDX,LPGI.JK,355
STAR,PT Buana Artha Anugerah Tbk,UNKNOWN,IDX,STAR.JK,356
CBUT,PT Citra Borneo Utama Tbk,UNKNOWN,IDX,CBUT.JK,357
PBSA,PT Paramita Bangun Sarana Tbk,UNKNOWN,IDX,PBSA.JK,358
INDS,PT Indospring Tbk,UNKNOWN,IDX,INDS.JK,359
ASGR,PT Astra Graphia Tbk,UNKNOWN,IDX,ASGR.JK,360
MBAP,PT Mitrabara Adiperdana Tbk,UNKNOWN,IDX,MBAP.JK,361
AMAG,PT Asuransi Multi Artha Guna Tbk,UNKNOWN,IDX,AMAG.JK,362
SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,UNKNOWN,IDX,SCCO.JK,363
MTMH,PT Murni Sadar Tbk,UNKNOWN,IDX,MTMH.JK,364
PNBS,PT Bank Panin Dubai Syariah Tbk,UNKNOWN,IDX,PNBS.JK,365
DGWG,PT Delta Giri Wacana Tbk,UNKNOWN,IDX,DGWG.JK,366
BKSW,PT Bank QNB Indonesia Tbk,UNKNOWN,IDX,BKSW.JK,367
MAIN,PT Malindo Feedmill Tbk,UNKNOWN,IDX,MAIN.JK,368
ITMA,PT Sumber Energi Andalan Tbk,UNKNOWN,IDX,ITMA.JK,369
BOLT,PT Garuda Metalindo Tbk,UNKNOWN,IDX,BOLT.JK,370
FPNI,PT Lotte Chemical Titan Tbk,UNKNOWN,IDX,FPNI.JK,371
GMTD,PT Gowa Makassar Tourism Development Tbk,UNKNOWN,IDX,GMTD.JK,372
BVIC,PT Bank Victoria International Tbk,UNKNOWN,IDX,BVIC.JK,373
KMTR,PT Kirana Megatara Tbk,UNKNOWN,IDX,KMTR.JK,374
MERK,PT Merck Tbk,UNKNOWN,IDX,MERK.JK,375
ALDO,PT Alkindo Naratama Tbk,UNKNOWN,IDX,ALDO.JK,376
DVLA,PT Darya-Varia Laboratoria Tbk,UNKNOWN,IDX,DVLA.JK,377
TPMA,PT Trans Power Marine Tbk,UNKNOWN,IDX,TPMA.JK,378
MMIX,PT Multi Medika Internasional Tbk,UNKNOWN,IDX,MMIX.JK,379
NICE,PT Adhi Kartiko Pratama Tbk,UNKNOWN,IDX,NICE.JK,380
IPCM,PT Jasa Armada Indonesia Tbk,UNKNOWN,IDX,IPCM.JK,381
KETR,PT Ketrosden Triasmitra,UNKNOWN,IDX,KETR.JK,382
HERO,PT DFI Retail Nusantara Tbk,UNKNOWN,IDX,HERO.JK,383
MLIA,PT Mulia Industrindo Tbk,UNKNOWN,IDX,MLIA.JK,384
WOOD,PT Integra Indocabinet Tbk,UNKNOWN,IDX,WOOD.JK,385
DEPO,PT Caturkarda Depo Bangunan Tbk,UNKNOWN,IDX,DEPO.JK,386
SMBR,PT Semen Baturaja (Persero) Tbk,UNKNOWN,IDX,SMBR.JK,387
CSRA,PT Cisadane Sawit Raya Tbk,UNKNOWN,IDX,CSRA.JK,388
POLI,PT Pollux Hotels Group Tbk,UNKNOWN,IDX,POLI.JK,389
IMJS,PT Indomobil Multi Jasa Tbk,UNKNOWN,IDX,IMJS.JK,390
JGLE,PT Graha Andrasentra Propertindo Tbk,UNKNOWN,IDX,JGLE.JK,391
UCID,PT Uni-Charm Indonesia Tbk,UNKNOWN,IDX,UCID.JK,392
LUCY,PT Lima Dua Lima Tiga Tbk,UNKNOWN,IDX,LUCY.JK,393
FMII,PT Fortune Mate Indonesia Tbk,UNKNOWN,IDX,FMII.JK,394
PMJS,PT Putra Mandiri Jembar Tbk,UNKNOWN,IDX,PMJS.JK,395
DLTA,PT Delta Djakarta Tbk,UNKNOWN,IDX,DLTA.JK,396
BMHS,PT Bundamedik Tbk,UNKNOWN,IDX,BMHS.JK,397
KINO,PT Kino Indonesia Tbk,UNKNOWN,IDX,KINO.JK,398
CSAP,PT Catur Sentosa Adiprana Tbk,UNKNOWN,IDX,CSAP.JK,399
MKTR,PT Menthobi Karyatama Raya Tbk,UNKNOWN,IDX,MKTR.JK,400
ERAL,PT Sinar Eka Selaras Tbk,UNKNOWN,IDX,ERAL.JK,401
SIPD,PT Sreeya Sewu Indonesia Tbk,UNKNOWN,IDX,SIPD.JK,402
SPTO,PT Surya Pertiwi Tbk,UNKNOWN,IDX,SPTO.JK,403
SUNI,PT Sunindo Pratama Tbk,UNKNOWN,IDX,SUNI.JK,404
IPTV,PT MNC Vision Networks Tbk,UNKNOWN,IDX,IPTV.JK,405
ASLI,PT Asri Karya Lestari Tbk,UNKNOWN,IDX,ASLI.JK,406
DOID,PT Buma Internasional Grup Tbk,UNKNOWN,IDX,DOID.JK,407
ADHI,PT Adhi Karya (Persero) Tbk,UNKNOWN,IDX,ADHI.JK,408
INDR,PT. Indo-Rama Synthetics Tbk,UNKNOWN,IDX,INDR.JK,409
PSSI,PT IMC Pelita Logistik Tbk,UNKNOWN,IDX,PSSI.JK,410
ACST,PT Acset Indonusa Tbk,UNKNOWN,IDX,ACST.JK,411
PTSN,PT Sat Nusapersada Tbk,UNKNOWN,IDX,PTSN.JK,412
TRGU,PT Cerestar Indonesia Tbk,UNKNOWN,IDX,TRGU.JK,413
CEKA,PT Wilmar Cahaya Indonesia Tbk.,UNKNOWN,IDX,CEKA.JK,414
ELTY,PT Bakrieland Development Tbk,UNKNOWN,IDX,ELTY.JK,415
SONA,PT Sona Topas Tourism Industry Tbk,UNKNOWN,IDX,SONA.JK,416
GSMF,PT Equity Development Investment Tbk,UNKNOWN,IDX,GSMF.JK,417
KING,PT Hoffmen Cleanindo Tbk,UNKNOWN,IDX,KING.JK,418
AMFG,PT Asahimas Flat Glass Tbk,UNKNOWN,IDX,AMFG.JK,419
MLPL,PT Multipolar Tbk,UNKNOWN,IDX,MLPL.JK,420
CFIN,PT. Clipan Finance Indonesia Tbk,UNKNOWN,IDX,CFIN.JK,421
PTPP,PT PP (Persero) Tbk,UNKNOWN,IDX,PTPP.JK,422
KKGI,PT Resource Alam Indonesia Tbk,UNKNOWN,IDX,KKGI.JK,423
BLES,PT Superior Prima Sukses Tbk,UNKNOWN,IDX,BLES.JK,424
RONY,PT Aesler Grup Internasional Tbk,UNKNOWN,IDX,RONY.JK,425
BSBK,PT Wulandari Bangun Laksana Tbk,UNKNOWN,IDX,BSBK.JK,426
KBLI,PT KMI Wire and Cable Tbk,UNKNOWN,IDX,KBLI.JK,427
DMMX,PT Digital Mediatama Maxima Tbk,UNKNOWN,IDX,DMMX.JK,428
TRST,PT Trias Sentosa Tbk,UNKNOWN,IDX,TRST.JK,429
RAAM,PT Tripar Multivision Plus Tbk,UNKNOWN,IDX,RAAM.JK,430
DILD,PT Intiland Development Tbk,UNKNOWN,IDX,DILD.JK,431
CARS,PT Industri dan Perdagangan Bintraco Dharma Tbk,UNKNOWN,IDX,CARS.JK,432
BLUE,PT Berkah Prima Perkasa Tbk,UNKNOWN,IDX,BLUE.JK,433
AYAM,PT Janu Putra Sejahtera Tbk.,UNKNOWN,IDX,AYAM.JK,434
BEEF,PT Estika Tata Tiara Tbk,UNKNOWN,IDX,BEEF.JK,435
KOTA,PT DMS Propertindo Tbk,UNKNOWN,IDX,KOTA.JK,436
PANS,PT Panin Sekuritas Tbk,UNKNOWN,IDX,PANS.JK,437
FUTR,PT Lini Imaji Kreasi Ekosistem Tbk,UNKNOWN,IDX,FUTR.JK,438
BLOG,PT Trimitra Trans Persada Tbk,UNKNOWN,IDX,BLOG.JK,439
NRCA,PT Nusa Raya Cipta Tbk,UNKNOWN,IDX,NRCA.JK,440
SKLT,PT Sekar Laut Tbk,UNKNOWN,IDX,SKLT.JK,441
TEBE,PT Dana Brata Luhur Tbk,UNKNOWN,IDX,TEBE.JK,442
JKON,PT Jaya Konstruksi Manggala Pratama Tbk,UNKNOWN,IDX,JKON.JK,443
TCID,PT. Mandom Indonesia Tbk,UNKNOWN,IDX,TCID.JK,444
TIFA,PT KDB Tifa Finance Tbk,UNKNOWN,IDX,TIFA.JK,445
PSAT,PT Pancaran Samudera Transport Tbk,UNKNOWN,IDX,PSAT.JK,446
BEKS,"PT. Bank Pembangunan Daerah Banten, Tbk",UNKNOWN,IDX,BEKS.JK,447
ATIC,PT Anabatic Technologies Tbk,UNKNOWN,IDX,ATIC.JK,448
NFCX,PT NFC Indonesia Tbk,UNKNOWN,IDX,NFCX.JK,449
ADCP,PT Adhi Commuter Properti Tbk,UNKNOWN,IDX,ADCP.JK,450
LTLS,PT Lautan Luas Tbk,UNKNOWN,IDX,LTLS.JK,451
PPRE,PT PP Presisi Tbk,UNKNOWN,IDX,PPRE.JK,452
DOOH,PT Era Media Sejahtera Tbk,UNKNOWN,IDX,DOOH.JK,453
CAMP,"PT Campina Ice Cream Industry, Tbk.",UNKNOWN,IDX,CAMP.JK,454
BUAH,PT Segar Kumala Indonesia Tbk,UNKNOWN,IDX,BUAH.JK,455
BBRM,PT Pelayaran Nasional Bina Buana Raya Tbk,UNKNOWN,IDX,BBRM.JK,456
MINE,PT SINAR TERANG MANDIRI Tbk,UNKNOWN,IDX,MINE.JK,457
FAST,PT Fast Food Indonesia Tbk,UNKNOWN,IDX,FAST.JK,458
TALF,PT Tunas Alfin Tbk,UNKNOWN,IDX,TALF.JK,459
JIHD,PT Jakarta International Hotels & Development Tbk,UNKNOWN,IDX,JIHD.JK,460
BBLD,PT Buana Finance Tbk,UNKNOWN,IDX,BBLD.JK,461
LIVE,PT Homeco Victoria Makmur Tbk,UNKNOWN,IDX,LIVE.JK,462
PADI,PT Minna Padi Investama Sekuritas Tbk,UNKNOWN,IDX,PADI.JK,463
GWSA,PT Greenwood Sejahtera Tbk,UNKNOWN,IDX,GWSA.JK,464
ARII,PT Atlas Resources Tbk,UNKNOWN,IDX,ARII.JK,465
WOMF,PT Wahana Ottomitra Multiartha Tbk,UNKNOWN,IDX,WOMF.JK,466
PPRO,PT Pembangunan Perumahan Properti Tbk,UNKNOWN,IDX,PPRO.JK,467
MFMI,PT Multifiling Mitra Indonesia Tbk,UNKNOWN,IDX,MFMI.JK,468
KDTN,PT Puri Sentul Permai Tbk,UNKNOWN,IDX,KDTN.JK,469
BEST,PT Bekasi Fajar Industrial Estate Tbk,UNKNOWN,IDX,BEST.JK,470
AISA,PT FKS Food Sejahtera Tbk,UNKNOWN,IDX,AISA.JK,471
AMAN,PT Makmur Berkah Amanda Tbk,UNKNOWN,IDX,AMAN.JK,472
GHON,PT Gihon Telekomunikasi Indonesia Tbk,UNKNOWN,IDX,GHON.JK,473
BOLA,PT Bali Bintang Sejahtera Tbk,UNKNOWN,IDX,BOLA.JK,474
STRK,PT Lovina Beach Brewery Tbk,UNKNOWN,IDX,STRK.JK,475
BUDI,PT Budi Starch & Sweetener Tbk,UNKNOWN,IDX,BUDI.JK,476
TBMS,PT Tembaga Mulia Semanan Tbk,UNKNOWN,IDX,TBMS.JK,477
WMPP,PT Widodo Makmur Perkasa Tbk,UNKNOWN,IDX,WMPP.JK,478
ARTA,PT Arthavest Tbk,UNKNOWN,IDX,ARTA.JK,479
COCO,PT Wahana Interfood Nusantara Tbk,UNKNOWN,IDX,COCO.JK,480
SKBM,PT Sekar Bumi Tbk,UNKNOWN,IDX,SKBM.JK,481
VOKS,PT Voksel Electric Tbk,UNKNOWN,IDX,VOKS.JK,482
BLTA,PT Berlian Laju Tanker Tbk,UNKNOWN,IDX,BLTA.JK,483
SOTS,PT Satria Mega Kencana Tbk,UNKNOWN,IDX,SOTS.JK,484
RELI,PT Reliance Sekuritas Indonesia Tbk,UNKNOWN,IDX,RELI.JK,485
RODA,PT Pikko Land Development Tbk,UNKNOWN,IDX,RODA.JK,486
GRIA,PT Ingria Pratama Capitalindo Tbk,UNKNOWN,IDX,GRIA.JK,487
CITY,PT Natura City Developments Tbk,UNKNOWN,IDX,CITY.JK,488
ASLC,PT Autopedia Sukses Lestari Tbk,UNKNOWN,IDX,ASLC.JK,489
RSGK,PT Kedoya Adyaraya Tbk,UNKNOWN,IDX,RSGK.JK,490
FOLK,PT Multi Garam Utama Tbk,UNKNOWN,IDX,FOLK.JK,491
SPMA,PT Suparma Tbk,UNKNOWN,IDX,SPMA.JK,492
DPUM,PT Dua Putra Utama Makmur Tbk,UNKNOWN,IDX,DPUM.JK,493
GZCO,PT Gozco Plantations Tbk,UNKNOWN,IDX,GZCO.JK,494
PDPP,PT Primadaya Plastisindo Tbk,UNKNOWN,IDX,PDPP.JK,495
HGII,PT Hero Global Investment Tbk,UNKNOWN,IDX,HGII.JK,496
WSBP,PT Waskita Beton Precast Tbk,UNKNOWN,IDX,WSBP.JK,497
HITS,PT Humpuss Intermoda Transportasi Tbk.,UNKNOWN,IDX,HITS.JK,498
INRU,PT Toba Pulp Lestari Tbk,UNKNOWN,IDX,INRU.JK,499
PTPW,PT Pratama Widya Tbk,UNKNOWN,IDX,PTPW.JK,500
SHID,PT Hotel Sahid Jaya International Tbk,UNKNOWN,IDX,SHID.JK,501
RANC,PT Supra Boga Lestari Tbk,UNKNOWN,IDX,RANC.JK,502
GDST,PT Gunawan Dianjaya Steel Tbk,UNKNOWN,IDX,GDST.JK,503
MTWI,PT Malacca Trust Wuwungan Insurance Tbk,UNKNOWN,IDX,MTWI.JK,504
TAMU,PT Pelayaran Tamarin Samudra Tbk,UNKNOWN,IDX,TAMU.JK,505
CHIP,PT Pelita Teknologi Global Tbk,UNKNOWN,IDX,CHIP.JK,506
ASPR,PT Asia Pramulia Tbk,UNKNOWN,IDX,ASPR.JK,507
BELL,PT Trisula Textile Industries Tbk,UNKNOWN,IDX,BELL.JK,508
IPOL,PT Indopoly Swakarsa Industry Tbk,UNKNOWN,IDX,IPOL.JK,509
CMPP,PT AirAsia Indonesia Tbk,UNKNOWN,IDX,CMPP.JK,510
KONI,PT Perdana Bangun Pusaka Tbk,UNKNOWN,IDX,KONI.JK,511
ZINC,PT Kapuas Prima Coal Tbk,UNKNOWN,IDX,ZINC.JK,512
TRUE,PT Triniti Dinamik Tbk,UNKNOWN,IDX,TRUE.JK,513
PJAA,PT Pembangunan Jaya Ancol Tbk,UNKNOWN,IDX,PJAA.JK,514
BSML,PT Bintang Samudera Mandiri Lines Tbk,UNKNOWN,IDX,BSML.JK,515
AMOR,PT Ashmore Asset Management Indonesia Tbk,UNKNOWN,IDX,AMOR.JK,516
WMUU,PT Widodo Makmur Unggas Tbk,UNKNOWN,IDX,WMUU.JK,517
WIRG,PT WIR ASIA Tbk,UNKNOWN,IDX,WIRG.JK,518
ADMG,PT. Polychem Indonesia Tbk,UNKNOWN,IDX,ADMG.JK,519
KDSI,PT Kedawung Setia Industrial Tbk,UNKNOWN,IDX,KDSI.JK,520
BKDP,PT Bukit Darmo Property Tbk,UNKNOWN,IDX,BKDP.JK,521
NICK,PT Charnic Capital Tbk,UNKNOWN,IDX,NICK.JK,522
PTMR,PT Master Print Tbk,UNKNOWN,IDX,PTMR.JK,523
WTON,PT Wijaya Karya Beton Tbk,UNKNOWN,IDX,WTON.JK,524
INDO,PT Royalindo Investa Wijaya Tbk,UNKNOWN,IDX,INDO.JK,525
ENAK,PT Champ Resto Indonesia Tbk,UNKNOWN,IDX,ENAK.JK,526
BDKR,PT Berdikari Pondasi Perkasa Tbk,UNKNOWN,IDX,BDKR.JK,527
RSCH,PT Charlie Hospital Semarang Tbk,UNKNOWN,IDX,RSCH.JK,528
PANR,PT Panorama Sentrawisata Tbk,UNKNOWN,IDX,PANR.JK,529
BPFI,PT Woori Finance Indonesia Tbk,UNKNOWN,IDX,BPFI.JK,530
IBOS,PT Indo Boga Sukses Tbk,UNKNOWN,IDX,IBOS.JK,531
KSIX,PT Kentanix Supra International Tbk,UNKNOWN,IDX,KSIX.JK,532
SQMI,PT Wilton Makmur Indonesia Tbk.,UNKNOWN,IDX,SQMI.JK,533
BIKE,PT Sepeda Bersama Indonesia Tbk,UNKNOWN,IDX,BIKE.JK,534
MITI,PT Mitra Investindo Tbk,UNKNOWN,IDX,MITI.JK,535
ZATA,PT Bersama Zatta Jaya Tbk,UNKNOWN,IDX,ZATA.JK,536
AXIO,PT Tera Data Indonusa Tbk,UNKNOWN,IDX,AXIO.JK,537
SOSS,PT Shield On Service Tbk,UNKNOWN,IDX,SOSS.JK,538
DGIK,PT Nusa Konstruksi Enjiniring Tbk,UNKNOWN,IDX,DGIK.JK,539
NIKL,PT Pelat Timah Nusantara Tbk,UNKNOWN,IDX,NIKL.JK,540
IKBI,PT Sumi Indo Kabel Tbk,UNKNOWN,IDX,IKBI.JK,541
MOLI,PT Madusari Murni Indah Tbk,UNKNOWN,IDX,MOLI.JK,542
BBSS,PT Bumi Benowo Sukses Sejahtera Tbk,UNKNOWN,IDX,BBSS.JK,543
SMGA,PT Sumber Mineral Global Abadi Tbk,UNKNOWN,IDX,SMGA.JK,544
LFLO,PT Imago Mulia Persada Tbk,UNKNOWN,IDX,LFLO.JK,545
AREA,PT Dunia Virtual Online Tbk,UNKNOWN,IDX,AREA.JK,546
URBN,PT Urban Jakarta Propertindo Tbk.,UNKNOWN,IDX,URBN.JK,547
BRNA,PT Berlina Tbk,UNKNOWN,IDX,BRNA.JK,548
LABS,PT UBC Medical Indonesia Tbk,UNKNOWN,IDX,LABS.JK,549
MSKY,PT MNC Sky Vision Tbk,UNKNOWN,IDX,MSKY.JK,550
EKAD,PT Ekadharma International Tbk,UNKNOWN,IDX,EKAD.JK,551
MDLN,PT Modernland Realty Tbk,UNKNOWN,IDX,MDLN.JK,552
IDPR,PT Indonesia Pondasi Raya Tbk,UNKNOWN,IDX,IDPR.JK,553
SULI,PT SLJ Global Tbk,UNKNOWN,IDX,SULI.JK,554
HDFA,PT Radana Bhaskara Finance Tbk,UNKNOWN,IDX,HDFA.JK,555
PEVE,PT. Penta Valent Tbk,UNKNOWN,IDX,PEVE.JK,556
MPPA,PT Matahari Putra Prima Tbk,UNKNOWN,IDX,MPPA.JK,557
HOKI,PT Buyung Poetra Sembada Tbk,UNKNOWN,IDX,HOKI.JK,558
PGJO,PT Bahtera Bumi Raya Tbk,UNKNOWN,IDX,PGJO.JK,559
SOFA,PT Solusi Environment Asia Tbk,UNKNOWN,IDX,SOFA.JK,560
NELY,PT Pelayaran Nelly Dwi Putri Tbk,UNKNOWN,IDX,NELY.JK,561
IRRA,PT Itama Ranoraya Tbk,UNKNOWN,IDX,IRRA.JK,562
FORU,PT Fortune Indonesia Tbk,UNKNOWN,IDX,FORU.JK,563
SSTM,PT Sunson Textile Manufacturer Tbk,UNKNOWN,IDX,SSTM.JK,564
VERN,PT Verona Indah Pictures Tbk,UNKNOWN,IDX,VERN.JK,565
UNSP,PT Bakrie Sumatera Plantations Tbk,UNKNOWN,IDX,UNSP.JK,566
PZZA,PT Sarimelati Kencana Tbk,UNKNOWN,IDX,PZZA.JK,567
JECC,PT Jembo Cable Company Tbk,UNKNOWN,IDX,JECC.JK,568
PBRX,PT Pan Brothers Tbk,UNKNOWN,IDX,PBRX.JK,569
BAIK,PT Bersama Mencapai Puncak Tbk,UNKNOWN,IDX,BAIK.JK,570
LEAD,PT Logindo Samudramakmur Tbk.,UNKNOWN,IDX,LEAD.JK,571
VIVA,PT Visi Media Asia Tbk,UNKNOWN,IDX,VIVA.JK,572
ATAP,PT Trimitra Prawara Goldland Tbk,UNKNOWN,IDX,ATAP.JK,573
SMKL,PT Satyamitra Kemas Lestari Tbk,UNKNOWN,IDX,SMKL.JK,574
TRIS,PT Trisula International Tbk,UNKNOWN,IDX,TRIS.JK,575
MREI,PT Maskapai Reasuransi Indonesia Tbk,UNKNOWN,IDX,MREI.JK,576
MHKI,PT Multi Hanna Kreasindo Tbk,UNKNOWN,IDX,MHKI.JK,577
GLVA,PT Galva Technologies Tbk,UNKNOWN,IDX,GLVA.JK,578
APEX,PT Apexindo Pratama Duta Tbk,UNKNOWN,IDX,APEX.JK,579
PMUI,PT Prima Multi Usaha Indonesia Tbk,UNKNOWN,IDX,PMUI.JK,580
SWID,PT Saraswanti Indoland Development Tbk,UNKNOWN,IDX,SWID.JK,581
CHEK,PT Diastika Biotekindo Tbk,UNKNOWN,IDX,CHEK.JK,582
TGUK,PT Platinum Wahab Nusantara Tbk,UNKNOWN,IDX,TGUK.JK,583
HBAT,PT Minahasa Membangun Hebat Tbk,UNKNOWN,IDX,HBAT.JK,584
WEGE,PT Wijaya Karya Bangunan Gedung Tbk,UNKNOWN,IDX,WEGE.JK,585
UNTD,PT Terang Dunia Internusa Tbk,UNKNOWN,IDX,UNTD.JK,586
ESTA,PT Esta Multi Usaha Tbk,UNKNOWN,IDX,ESTA.JK,587
MAXI,PT Maxindo Karya Anugerah Tbk,UNKNOWN,IDX,MAXI.JK,588
GTBO,PT Garda Tujuh Buana Tbk,UNKNOWN,IDX,GTBO.JK,589
AWAN,PT Era Digital Media Tbk,UNKNOWN,IDX,AWAN.JK,590
CLPI,PT Colorpak Indonesia Tbk,UNKNOWN,IDX,CLPI.JK,591
PNSE,PT Pudjiadi and Sons Tbk,UNKNOWN,IDX,PNSE.JK,592
GUNA,PT Gunanusa Eramandiri Tbk,UNKNOWN,IDX,GUNA.JK,593
MDKI,PT Emdeki Utama Tbk,UNKNOWN,IDX,MDKI.JK,594
BTEK,PT Bumi Teknokultura Unggul Tbk,UNKNOWN,IDX,BTEK.JK,595
HAIS,PT Hasnur Internasional Shipping Tbk,UNKNOWN,IDX,HAIS.JK,596
GULA,PT Aman Agrindo Tbk,UNKNOWN,IDX,GULA.JK,597
UVCR,PT Trimegah Karya Pratama Tbk,UNKNOWN,IDX,UVCR.JK,598
GDYR,PT Goodyear Indonesia Tbk,UNKNOWN,IDX,GDYR.JK,599
VRNA,PT Mizuho Leasing Indonesia Tbk,UNKNOWN,IDX,VRNA.JK,600
MTFN,PT Capitalinc Investment Tbk,UNKNOWN,IDX,MTFN.JK,601
AMMS,PT Agung Menjangan Mas Tbk,UNKNOWN,IDX,AMMS.JK,602
WINE,PT HATTEN BALI Tbk,UNKNOWN,IDX,WINE.JK,603
GRPM,PT Graha Prima Mentari Tbk,UNKNOWN,IDX,GRPM.JK,604
SURI,PT Maja Agung Latexindo Tbk,UNKNOWN,IDX,SURI.JK,605
KMDS,"PT Kurniamitra Duta Sentosa, Tbk",UNKNOWN,IDX,KMDS.JK,606
AHAP,PT Asuransi Harta Aman Pratama Tbk,UNKNOWN,IDX,AHAP.JK,607
GPRA,PT Perdana Gapuraprima Tbk,UNKNOWN,IDX,GPRA.JK,608
RIGS,PT Rig Tenders Indonesia Tbk,UNKNOWN,IDX,RIGS.JK,609
FITT,PT Hotel Fitra International Tbk,UNKNOWN,IDX,FITT.JK,610
KOCI,PT Kokoh Exa Nusantara Tbk,UNKNOWN,IDX,KOCI.JK,611
IGAR,PT Champion Pacific Indonesia Tbk,UNKNOWN,IDX,IGAR.JK,612
RMKO,PT Royaltama Mulia Kontraktorindo Tbk,UNKNOWN,IDX,RMKO.JK,613
HALO,PT Haloni Jane Tbk,UNKNOWN,IDX,HALO.JK,614
INPS,PT Indah Prakasa Sentosa Tbk,UNKNOWN,IDX,INPS.JK,615
PIPA,PT. Multi Makmur Lemindo,UNKNOWN,IDX,PIPA.JK,616
BAYU,PT Bayu Buana Tbk,UNKNOWN,IDX,BAYU.JK,617
CBPE,PT Citra Buana Prasida Tbk,UNKNOWN,IDX,CBPE.JK,618
KOBX,PT Kobexindo Tractors Tbk,UNKNOWN,IDX,KOBX.JK,619
YPAS,PT Yanaprima Hastapersada Tbk,UNKNOWN,IDX,YPAS.JK,620
PADA,PT Personel Alih Daya Tbk,UNKNOWN,IDX,PADA.JK,621
CRAB,PT Toba Surimi Industries Tbk,UNKNOWN,IDX,CRAB.JK,622
INAF,PT Indofarma Tbk,UNKNOWN,IDX,INAF.JK,623
BOAT,PT Newport Marine Services TBK,UNKNOWN,IDX,BOAT.JK,624
