ticker,name,sector,exchange,yfinance_symbol,universe_rank
UFOE,PT Damai Sejahtera Abadi Tbk,UNKNOWN,IDX,UFOE.JK,625
TIRT,PT Tirta Mahakam Resources Tbk,UNKNOWN,IDX,TIRT.JK,626
GTRA,PT Grahaprima Suksesmandiri Tbk,UNKNOWN,IDX,GTRA.JK,627
SRSN,PT Indo Acidatama Tbk,UNKNOWN,IDX,SRSN.JK,628
NASA,PT Andalan Perkasa Abadi Tbk,UNKNOWN,IDX,NASA.JK,629
CNKO,PT Exploitasi Energi Indonesia Tbk,UNKNOWN,IDX,CNKO.JK,630
BABY,PT Multitrend Indo Tbk,UNKNOWN,IDX,BABY.JK,631
TYRE,PT King Tire Indonesia Tbk,UNKNOWN,IDX,TYRE.JK,632
ELIT,PT Data Sinergitama Jaya Tbk,UNKNOWN,IDX,ELIT.JK,633
HYGN,PT Ecocare Indo Pasifik Tbk,UNKNOWN,IDX,HYGN.JK,634
DADA,PT Diamond Citra Propertindo Tbk,UNKNOWN,IDX,DADA.JK,635
DART,PT Duta Anggada Realty Tbk.,UNKNOWN,IDX,DART.JK,636
VAST,PT Vastland Indonesia Tbk,UNKNOWN,IDX,VAST.JK,637
BOBA,PT Formosa Ingredient Factory Tbk,UNKNOWN,IDX,BOBA.JK,638
SOLA,PT Xolare RCR Energy TBK,UNKNOWN,IDX,SOLA.JK,639
PDES,PT Destinasi Tirta Nusantara Tbk,UNKNOWN,IDX,PDES.JK,640
FUJI,PT Fuji Finance Indonesia Tbk,UNKNOWN,IDX,FUJI.JK,641
VTNY,PT Venteny Fortuna International Tbk,UNKNOWN,IDX,VTNY.JK,642
EAST,PT Eastparc Hotel Tbk,UNKNOWN,IDX,EAST.JK,643
TIRA,PT Tira Austenite Tbk,UNKNOWN,IDX,TIRA.JK,644
GOLD,PT Visi Telekomunikasi Infrastruktur Tbk,UNKNOWN,IDX,GOLD.JK,645
PJHB,PT Pelayaran Jaya Hidup Baru TBK,UNKNOWN,IDX,PJHB.JK,646
TFAS,PT Telefast Indonesia Tbk,UNKNOWN,IDX,TFAS.JK,647
SCNP,PT Selaras Citra Nusantara Perkasa Tbk,UNKNOWN,IDX,SCNP.JK,648
CCSI,PT Communication Cable Systems Indonesia Tbk,UNKNOWN,IDX,CCSI.JK,649
SATU,PT Kota Satu Properti Tbk,UNKNOWN,IDX,SATU.JK,650
APLI,PT Asiaplast Industries Tbk,UNKNOWN,IDX,APLI.JK,651
BMSR,PT Bintang Mitra Semestaraya Tbk,UNKNOWN,IDX,BMSR.JK,652
KOKA,PT Koka Indonesia Tbk,UNKNOWN,IDX,KOKA.JK,653
ASRM,PT Asuransi Ramayana Tbk,UNKNOWN,IDX,ASRM.JK,654
MUTU,PT Mutuagung Lestari Tbk,UNKNOWN,IDX,MUTU.JK,655
UNIQ,PT Ulima Nitra Tbk,UNKNOWN,IDX,UNIQ.JK,656
MGNA,PT Magna Investama Mandiri Tbk,UNKNOWN,IDX,MGNA.JK,657
BEER,PT Jobubu Jarum Minahasa Tbk,UNKNOWN,IDX,BEER.JK,658
REAL,PT Repower Asia Indonesia Tbk,UNKNOWN,IDX,REAL.JK,659
KBLM,PT Kabelindo Murni Tbk,UNKNOWN,IDX,KBLM.JK,660
DYAN,PT Dyandra Media International Tbk,UNKNOWN,IDX,DYAN.JK,661
AKPI,PT Argha Karya Prima Industry Tbk,UNKNOWN,IDX,AKPI.JK,662
HOMI,PT Grand House Mulia Tbk,UNKNOWN,IDX,HOMI.JK,663
PEGE,PT Panca Global Kapital Tbk,UNKNOWN,IDX,PEGE.JK,664
JATI,PT Informasi Teknologi Indonesia Tbk,UNKNOWN,IDX,JATI.JK,665
MYTX,PT Asia Pacific Investama Tbk,UNKNOWN,IDX,MYTX.JK,666
GPSO,PT Geoprima Solusi Tbk,UNKNOWN,IDX,GPSO.JK,667
ASHA,PT Cilacap Samudera Fishing Industry Tbk,UNKNOWN,IDX,ASHA.JK,668
KIAS,PT Keramika Indonesia Assosiasi Tbk,UNKNOWN,IDX,KIAS.JK,669
IKPM,PT Ikapharmindo Putramas Tbk,UNKNOWN,IDX,IKPM.JK,670
COAL,PT Black Diamond Resources Tbk,UNKNOWN,IDX,COAL.JK,671
ATLA,PT Atlantis Subsea Indonesia Tbk,UNKNOWN,IDX,ATLA.JK,672
CRSN,PT Carsurin Tbk,UNKNOWN,IDX,CRSN.JK,673
ZONE,PT Mega Perintis Tbk,UNKNOWN,IDX,ZONE.JK,674
NAIK,PT Adiwarna Anugerah Abadi Tbk,UNKNOWN,IDX,NAIK.JK,675
MPXL,PT MPX Logistics International Tbk,UNKNOWN,IDX,MPXL.JK,676
DGNS,PT Diagnos Laboratorium Utama Tbk,UNKNOWN,IDX,DGNS.JK,677
IOTF,PT Sumber Sinergi Makmur Tbk,UNKNOWN,IDX,IOTF.JK,678
HAJJ,PT Arsy Buana Travelindo Tbk,UNKNOWN,IDX,HAJJ.JK,679
WICO,Pt Wicaksana Overseas International Tbk,UNKNOWN,IDX,WICO.JK,680
PTPS,PT Pulau Subur Tbk,UNKNOWN,IDX,PTPS.JK,681
TRON,PT Teknologi Karya Digital Nusa Tbk,UNKNOWN,IDX,TRON.JK,682
PRIM,PT Royal Prima Tbk,UNKNOWN,IDX,PRIM.JK,683
MICE,PT Multi Indocitra Tbk,UNKNOWN,IDX,MICE.JK,684
CASH,PT Cashlez Worldwide Indonesia Tbk,UNKNOWN,IDX,CASH.JK,685
BIPP,PT Bhuwanatala Indah Permai Tbk,UNKNOWN,IDX,BIPP.JK,686
LPLI,PT Star Pacific Tbk,UNKNOWN,IDX,LPLI.JK,687
ALMI,PT Alumindo Light Metal Industry Tbk,UNKNOWN,IDX,ALMI.JK,688
TARA,PT Agung Semesta Sejahtera Tbk,UNKNOWN,IDX,TARA.JK,689
CGAS,PT Citra Nusantara Gemilang Tbk,UNKNOWN,IDX,CGAS.JK,690
PART,PT Cipta Perdana Lancar Tbk,UNKNOWN,IDX,PART.JK,691
ESTI,PT Ever Shine Tex Tbk,UNKNOWN,IDX,ESTI.JK,692
HOPE,PT Harapan Duta Pertiwi Tbk,UNKNOWN,IDX,HOPE.JK,693
NZIA,PT Nusantara Almazia Tbk,UNKNOWN,IDX,NZIA.JK,694
JMAS,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,UNKNOWN,IDX,JMAS.JK,695
BTON,PT Betonjaya Manunggal Tbk,UNKNOWN,IDX,BTON.JK,696
YOII,PT Asuransi Digital Bersama TBK,UNKNOWN,IDX,YOII.JK,697
SAFE,PT Steady Safe Tbk,UNKNOWN,IDX,SAFE.JK,698
DFAM,PT Dafam Property Indonesia Tbk,UNKNOWN,IDX,DFAM.JK,699
LAPD,PT Leyand International Tbk,UNKNOWN,IDX,LAPD.JK,700
KLAS,PT Pelayaran Kurnia Lautan Semesta Tbk,UNKNOWN,IDX,KLAS.JK,701
KBAG,PT Karya Bersama Anugerah Tbk,UNKNOWN,IDX,KBAG.JK,702
HRME,PT Menteng Heritage Realty Tbk,UNKNOWN,IDX,HRME.JK,703
SMLE,PT Sinergi Multi Lestarindo Tbk,UNKNOWN,IDX,SMLE.JK,704
KREN,PT Quantum Clovera Investama Tbk,UNKNOWN,IDX,KREN.JK,705
BATR,PT Benteng Api Technic Tbk,UNKNOWN,IDX,BATR.JK,706
IKAI,PT Intikeramik Alamasri Industri Tbk,UNKNOWN,IDX,IKAI.JK,707
BAJA,PT Saranacentral Bajatama Tbk,UNKNOWN,IDX,BAJA.JK,708
ASPI,PT Andalan Sakti Primaindo Tbk,UNKNOWN,IDX,ASPI.JK,709
BPTR,PT Batavia Prosperindo Trans Tbk,UNKNOWN,IDX,BPTR.JK,710
SAGE,PT Saptausaha Gemilangindah Tbk,UNKNOWN,IDX,SAGE.JK,711
CTTH,PT Citatah Tbk,UNKNOWN,IDX,CTTH.JK,712
ASJT,PT Asuransi Jasa Tania Tbk,UNKNOWN,IDX,ASJT.JK,713
ALKA,PT Alakasa Industrindo Tbk,UNKNOWN,IDX,ALKA.JK,714
AMIN,PT Ateliers Mecaniques D'Indonesie Tbk,UNKNOWN,IDX,AMIN.JK,715
AKKU,PT Anugerah Kagum Karya Utama Tbk,UNKNOWN,IDX,AKKU.JK,716
PEHA,PT Phapros Tbk,UNKNOWN,IDX,PEHA.JK,717
DEWI,PT Dewi Shri Farmindo Tbk.,UNKNOWN,IDX,DEWI.JK,718
EPAC,PT Megalestari Epack Sentosaraya Tbk,UNKNOWN,IDX,EPAC.JK,719
TAMA,PT Lancartama Sejati Tbk,UNKNOWN,IDX,TAMA.JK,720
CSIS,PT Cahayasakti Investindo Sukses Tbk,UNKNOWN,IDX,CSIS.JK,721
OKAS,PT Ancora Indonesia Resources Tbk,UNKNOWN,IDX,OKAS.JK,722
BINO,PT Perma Plasindo Tbk,UNKNOWN,IDX,BINO.JK,723
TOSK,PT Topindo Solusi Komunika Tbk,UNKNOWN,IDX,TOSK.JK,724
MDRN,PT Modern Internasional Tbk,UNKNOWN,IDX,MDRN.JK,725
AGAR,PT Asia Sejahtera Mina Tbk,UNKNOWN,IDX,AGAR.JK,726
MCAS,PT M Cash Integrasi Tbk,UNKNOWN,IDX,MCAS.JK,727
PURA,PT Putra Rajawali Kencana Tbk,UNKNOWN,IDX,PURA.JK,728
SDPC,PT Millennium Pharmacon International Tbk,UNKNOWN,IDX,SDPC.JK,729
BEBS,PT Berkah Beton Sadaya Tbk,UNKNOWN,IDX,BEBS.JK,730
DOSS,PT Global Sukses Digital Tbk,UNKNOWN,IDX,DOSS.JK,731
INOV,PT Inocycle Technology Group Tbk,UNKNOWN,IDX,INOV.JK,732
NTBK,PT Nusatama Berkah Tbk,UNKNOWN,IDX,NTBK.JK,733
HILL,PT Hillcon Tbk,UNKNOWN,IDX,HILL.JK,734
VINS,PT Victoria Insurance Tbk,UNKNOWN,IDX,VINS.JK,735
TRUS,PT Trust Finance Indonesia Tbk,UNKNOWN,IDX,TRUS.JK,736
INTA,PT Intraco Penta Tbk,UNKNOWN,IDX,INTA.JK,737
NPGF,PT Nusa Palapa Gemilang Tbk,UNKNOWN,IDX,NPGF.JK,738
MSIE,PT Multisarana Intan Eduka Tbk,UNKNOWN,IDX,MSIE.JK,739
ACRO,PT Samcro Hyosung Adilestari Tbk,UNKNOWN,IDX,ACRO.JK,740
EMDE,PT Megapolitan Developments Tbk,UNKNOWN,IDX,EMDE.JK,741
ERTX,PT Eratex Djaja Tbk,UNKNOWN,IDX,ERTX.JK,742
ECII,PT Electronic City Indonesia Tbk,UNKNOWN,IDX,ECII.JK,743
ITIC,PT Indonesian Tobacco Tbk,UNKNOWN,IDX,ITIC.JK,744
NINE,PT Techno9 Indonesia Tbk,UNKNOWN,IDX,NINE.JK,745
WGSH,PT Wira Global Solusi Tbk,UNKNOWN,IDX,WGSH.JK,746
PTSP,PT Pioneerindo Gourmet International Tbk,UNKNOWN,IDX,PTSP.JK,747
LION,PT Lion Metal Works Tbk,UNKNOWN,IDX,LION.JK,748
APII,PT Arita Prima Indonesia Tbk,UNKNOWN,IDX,APII.JK,749
MEJA,PT Harta Djaya Karya Tbk,UNKNOWN,IDX,MEJA.JK,750
RELF,PT Graha Mitra Asia Tbk,UNKNOWN,IDX,RELF.JK,751
ASDM,PT Asuransi Dayin Mitra Tbk,UNKNOWN,IDX,ASDM.JK,752
PUDP,PT Pudjiadi Prestige Tbk,UNKNOWN,IDX,PUDP.JK,753
PTMP,PT Mitra Pack Tbk,UNKNOWN,IDX,PTMP.JK,754
LPPS,PT Lenox Pasifik Investama Tbk,UNKNOWN,IDX,LPPS.JK,755
POLA,PT Pool Advista Finance Tbk,UNKNOWN,IDX,POLA.JK,756
DIVA,PT Distribusi Voucher Nusantara Tbk,UNKNOWN,IDX,DIVA.JK,757
TRJA,PT Transkon Jaya Tbk,UNKNOWN,IDX,TRJA.JK,758
PSDN,PT Prasidha Aneka Niaga Tbk,UNKNOWN,IDX,PSDN.JK,759
KAQI,PT Jantra Grupo Indonesia Tbk,UNKNOWN,IDX,KAQI.JK,760
LAND,PT Trimitra Propertindo Tbk,UNKNOWN,IDX,LAND.JK,761
MRAT,PT Mustika Ratu Tbk,UNKNOWN,IDX,MRAT.JK,762
CAKK,PT Cahayaputra Asa Keramik Tbk,UNKNOWN,IDX,CAKK.JK,763
DKHH,PT Cipta Sarana Medika Tbk,UNKNOWN,IDX,DKHH.JK,764
MANG,PT Manggung Polahraya Tbk,UNKNOWN,IDX,MANG.JK,765
SLIS,PT Gaya Abadi Sempurna Tbk,UNKNOWN,IDX,SLIS.JK,766
ZYRX,PT Zyrexindo Mandiri Buana Tbk,UNKNOWN,IDX,ZYRX.JK,767
GLOB,PT Globe Kita Terang Tbk,UNKNOWN,IDX,GLOB.JK,768
CINT,PT Chitose Internasional Tbk,UNKNOWN,IDX,CINT.JK,769
SAPX,PT Satria Antaran Prima Tbk,UNKNOWN,IDX,SAPX.JK,770
RBMS,PT Ristia Bintang Mahkotasejati Tbk,UNKNOWN,IDX,RBMS.JK,771
OBAT,PT Brigit Biofarmaka Technologi Tbk,UNKNOWN,IDX,OBAT.JK,772
MTPS,PT Meta Epsi Tbk.,UNKNOWN,IDX,MTPS.JK,773
AKSI,PT Mineral Sumberdaya Mandiri Tbk,UNKNOWN,IDX,AKSI.JK,774
ANDI,"PT Andira Agro, Tbk",UNKNOWN,IDX,ANDI.JK,775
WEHA,PT WEHA Transportasi Indonesia Tbk,UNKNOWN,IDX,WEHA.JK,776
LPIN,PT Multi Prima Sejahtera Tbk,UNKNOWN,IDX,LPIN.JK,777
PAMG,PT Bima Sakti Pertiwi Tbk,UNKNOWN,IDX,PAMG.JK,778
LCKM,PT LCK Global Kedaton Tbk,UNKNOWN,IDX,LCKM.JK,779
KARW,PT Meratus Jasa Prima Tbk,UNKNOWN,IDX,KARW.JK,780
OBMD,PT OBM Drilchem Tbk,UNKNOWN,IDX,OBMD.JK,781
ENZO,PT Morenzo Abadi Perkasa Tbk,UNKNOWN,IDX,ENZO.JK,782
SDMU,PT Sidomulyo Selaras Tbk,UNKNOWN,IDX,SDMU.JK,783
FIRE,PT Alfa Energi Investama Tbk,UNKNOWN,IDX,FIRE.JK,784
FWCT,PT Wijaya Cahaya Timber Tbk,UNKNOWN,IDX,FWCT.JK,785
PTIS,PT Indo Straits Tbk,UNKNOWN,IDX,PTIS.JK,786
BAPA,PT Bekasi Asri Pemula Tbk,UNKNOWN,IDX,BAPA.JK,787
TOOL,PT Rohartindo Nusantara Luas Tbk,UNKNOWN,IDX,TOOL.JK,788
KBLV,PT First Media Tbk,UNKNOWN,IDX,KBLV.JK,789
LMPI,PT Langgeng Makmur Industri Tbk,UNKNOWN,IDX,LMPI.JK,790
TRUK,PT Guna Timur Raya Tbk,UNKNOWN,IDX,TRUK.JK,791
YELO,PT Yelooo Integra Datanet Tbk,UNKNOWN,IDX,YELO.JK,792
INTD,PT Inter Delta Tbk,UNKNOWN,IDX,INTD.JK,793
PPRI,PT Paperocks Indonesia Tbk,UNKNOWN,IDX,PPRI.JK,794
WOWS,PT Ginting Jaya Energi Tbk,UNKNOWN,IDX,WOWS.JK,795
HELI,PT Jaya Trishindo Tbk,UNKNOWN,IDX,HELI.JK,796
WAPO,PT Wahana Pronatural Tbk,UNKNOWN,IDX,WAPO.JK,797
INCI,PT Intanwijaya Internasional Tbk,UNKNOWN,IDX,INCI.JK,798
ASMI,PT Asuransi Maximus Graha Persada Tbk,UNKNOWN,IDX,ASMI.JK,799
TAXI,PT Express Transindo Utama Tbk,UNKNOWN,IDX,TAXI.JK,800
DSFI,PT Dharma Samudera Fishing Industries Tbk,UNKNOWN,IDX,DSFI.JK,801
KOPI,PT Mitra Energi Persada Tbk,UNKNOWN,IDX,KOPI.JK,802
ASBI,PT Asuransi Bintang Tbk,UNKNOWN,IDX,ASBI.JK,803
KLIN,PT Klinko Karya Imaji Tbk,UNKNOWN,IDX,KLIN.JK,804
MEDS,PT Hetzer Medical Indonesia Tbk,UNKNOWN,IDX,MEDS.JK,805
SEMA,PT Semacom Integrated Tbk,UNKNOWN,IDX,SEMA.JK,806
ESIP,PT Sinergi Inti Plastindo Tbk,UNKNOWN,IDX,ESIP.JK,807
RGAS,PT Kian Santang Muliatama Tbk,UNKNOWN,IDX,RGAS.JK,808
PPGL,PT Prima Globalindo Logistik Tbk,UNKNOWN,IDX,PPGL.JK,809
PURI,PT Puri Global Sukses Tbk,UNKNOWN,IDX,PURI.JK,810
MARI,PT Mahaka Radio Integra Tbk,UNKNOWN,IDX,MARI.JK,811
WINR,PT Winner Nusantara Jaya Tbk,UNKNOWN,IDX,WINR.JK,812
GEMA,PT Gema Grahasarana Tbk,UNKNOWN,IDX,GEMA.JK,813
RUIS,PT Radiant Utama Interinsco Tbk,UNKNOWN,IDX,RUIS.JK,814
MPIX,PT Mitra Pedagang Indonesia Tbk,UNKNOWN,IDX,MPIX.JK,815
ABBA,PT Mahaka Media Tbk,UNKNOWN,IDX,ABBA.JK,816
PMMP,PT Panca Mitra Multiperdana Tbk,UNKNOWN,IDX,PMMP.JK,817
IPAC,PT Era Graharealty Tbk,UNKNOWN,IDX,IPAC.JK,818
LAJU,PT Jasa Berdikari Logistics Tbk,UNKNOWN,IDX,LAJU.JK,819
ZBRA,PT Dosni Roha Indonesia Tbk,UNKNOWN,IDX,ZBRA.JK,820
ICON,PT Island Concepts Indonesia Tbk,UNKNOWN,IDX,ICON.JK,821
NAYZ,PT Hassana Boga Sejahtera Tbk,UNKNOWN,IDX,NAYZ.JK,822
BAUT,PT Mitra Angkasa Sejahtera Tbk,UNKNOWN,IDX,BAUT.JK,823
KUAS,PT Ace Oldfields Tbk,UNKNOWN,IDX,KUAS.JK,824
MERI,PT Merry Riana Edukasi Tbk,UNKNOWN,IDX,MERI.JK,825
MBTO,PT Martina Berto Tbk,UNKNOWN,IDX,MBTO.JK,826
MTSM,PT Metro Realty Tbk,UNKNOWN,IDX,MTSM.JK,827
FLMC,PT Falmaco Nonwoven Industri Tbk,UNKNOWN,IDX,FLMC.JK,828
NANO,PT Nanotech Indonesia Global Tbk,UNKNOWN,IDX,NANO.JK,829
CHEM,PT Chemstar Indonesia Tbk,UNKNOWN,IDX,CHEM.JK,830
XCIS,DIRE Ciptadana Properti Ritel Indonesia,UNKNOWN,IDX,XCIS.JK,831
AYLS,PT Agro Yasa Lestari Tbk,UNKNOWN,IDX,AYLS.JK,832
TMPO,PT Tempo Inti Media Tbk,UNKNOWN,IDX,TMPO.JK,833
RAFI,PT Sari Kreasi Boga Tbk,UNKNOWN,IDX,RAFI.JK,834
CANI,PT Capitol Nusantara Indonesia Tbk,UNKNOWN,IDX,CANI.JK,835
SMKM,PT Sumber Mas Konstruksi Tbk,UNKNOWN,IDX,SMKM.JK,836
BAPI,PT Bhakti Agung Propertindo Tbk,UNKNOWN,IDX,BAPI.JK,837
SNLK,PT Sunter Lakeside Hotel Tbk,UNKNOWN,IDX,SNLK.JK,838
LOPI,PT Logisticsplus International Tbk,UNKNOWN,IDX,LOPI.JK,839
PTDU,PT Djasa Ubersakti Tbk,UNKNOWN,IDX,PTDU.JK,840
INAI,PT Indal Aluminium Industry Tbk,UNKNOWN,IDX,INAI.JK,841
SBMA,PT Surya Biru Murni Acetylene Tbk,UNKNOWN,IDX,SBMA.JK,842
DPNS,PT Duta Pertiwi Nusantara Tbk,UNKNOWN,IDX,DPNS.JK,843
PGLI,PT Pembangunan Graha Lestari Indah Tbk,UNKNOWN,IDX,PGLI.JK,844
JAYA,PT Armada Berjaya Trans Tbk,UNKNOWN,IDX,JAYA.JK,845
NASI,PT Wahana Inti Makmur Tbk,UNKNOWN,IDX,NASI.JK,846
ISAP,PT Isra Presisi Indonesia Tbk,UNKNOWN,IDX,ISAP.JK,847
FOOD,PT Sentra Food Indonesia Tbk,UNKNOWN,IDX,FOOD.JK,848
SICO,PT Sigma Energy Compressindo Tbk,UNKNOWN,IDX,SICO.JK,849
LABA,PT Green Power Group Tbk,UNKNOWN,IDX,LABA.JK,850
OLIV,PT Oscar Mitra Sukses Sejahtera Tbk,UNKNOWN,IDX,OLIV.JK,851
KRYA,PT Bangun Karya Perkasa Jaya Tbk,UNKNOWN,IDX,KRYA.JK,852
DEFI,PT Danasupra Erapacific Tbk,UNKNOWN,IDX,DEFI.JK,853
ISEA,PT Indo American Seafoods Tbk,UNKNOWN,IDX,ISEA.JK,854
KIOS,PT Kioson Komersial Indonesia Tbk,UNKNOWN,IDX,KIOS.JK,855
MPOW,PT Megapower Makmur Tbk,UNKNOWN,IDX,MPOW.JK,856
OILS,PT Indo Oil Perkasa Tbk,UNKNOWN,IDX,OILS.JK,857
JAST,PT. Jasnita Telekomindo Tbk,UNKNOWN,IDX,JAST.JK,858
BCIP,PT Bumi Citra Permai Tbk,UNKNOWN,IDX,BCIP.JK,859
IBFN,PT Intan Baru Prana Tbk,UNKNOWN,IDX,IBFN.JK,860
OPMS,PT Optima Prima Metal Sinergi Tbk,UNKNOWN,IDX,OPMS.JK,861
AIMS,PT Artha Mahiya Investama Tbk,UNKNOWN,IDX,AIMS.JK,862
INCF,PT Indo Komoditi Korpora Tbk,UNKNOWN,IDX,INCF.JK,863
RCCC,PT Utama Radar Cahaya Tbk,UNKNOWN,IDX,RCCC.JK,864
KJEN,PT Krida Jaringan Nusantara Tbk,UNKNOWN,IDX,KJEN.JK,865
RUNS,PT Global Sukses Solusi Tbk,UNKNOWN,IDX,RUNS.JK,866
POLY,PT Asia Pacific Fibers Tbk,UNKNOWN,IDX,POLY.JK,867
BATA,PT Sepatu Bata Tbk.,UNKNOWN,IDX,BATA.JK,868
HDIT,PT Hensel Davest Indonesia Tbk,UNKNOWN,IDX,HDIT.JK,869
LUCK,PT Sentral Mitra Informatika Tbk,UNKNOWN,IDX,LUCK.JK,870
PICO,PT Pelangi Indah Canindo Tbk,UNKNOWN,IDX,PICO.JK,871
MENN,PT Menn Teknologi Indonesia Tbk,UNKNOWN,IDX,MENN.JK,872
MIRA,PT Mitra International Resources Tbk,UNKNOWN,IDX,MIRA.JK,873
TGRA,PT. Terregra Asia Energy Tbk,UNKNOWN,IDX,TGRA.JK,874
TNCA,PT Trimuda Nuansa Citra Tbk,UNKNOWN,IDX,TNCA.JK,875
KOIN,PT Kokoh Inti Arebama Tbk,UNKNOWN,IDX,KOIN.JK,876
LMAX,PT Lupromax Pelumas Indonesia Tbk,UNKNOWN,IDX,LMAX.JK,877
CSMI,PT Cipta Selera Murni Tbk,UNKNOWN,IDX,CSMI.JK,878
IKAN,PT Era Mandiri Cemerlang Tbk,UNKNOWN,IDX,IKAN.JK,879
TELE,PT Omni Inovasi Indonesia Tbk,UNKNOWN,IDX,TELE.JK,880
LRNA,PT Eka Sari Lorena Transport Tbk,UNKNOWN,IDX,LRNA.JK,881
IPPE,PT Indo Pureco Pratama Tbk,UNKNOWN,IDX,IPPE.JK,882
IDEA,PT Idea Indonesia Akademi Tbk,UNKNOWN,IDX,IDEA.JK,883
GRPH,PT Griptha Putra Persada Tbk,UNKNOWN,IDX,GRPH.JK,884
SPRE,PT Soraya Berjaya Indonesia Tbk,UNKNOWN,IDX,SPRE.JK,885
ARKA,PT Arkha Jayanti Persada Tbk,UNKNOWN,IDX,ARKA.JK,886
BRRC,PT Raja Roti Cemerlang Tbk,UNKNOWN,IDX,BRRC.JK,887
KICI,PT Kedaung Indah Can Tbk,UNKNOWN,IDX,KICI.JK,888
KKES,PT Kusuma Kemindo Sentosa Tbk,UNKNOWN,IDX,KKES.JK,889
TAYS,PT Jaya Swarasa Agung Tbk,UNKNOWN,IDX,TAYS.JK,890
RICY,PT Ricky Putra Globalindo Tbk,UNKNOWN,IDX,RICY.JK,891
DIGI,PT Arkadia Digital Media Tbk,UNKNOWN,IDX,DIGI.JK,892
BIMA,"PT. Primarindo Asia Infrastructure, Tbk.",UNKNOWN,IDX,BIMA.JK,893
SWAT,PT Sriwahana Adityakarta Tbk,UNKNOWN,IDX,SWAT.JK,894
AEGS,PT. Anugerah Spareparts Sejahtera Tbk,UNKNOWN,IDX,AEGS.JK,895
SOUL,PT Mitra Tirta Buwana Tbk,UNKNOWN,IDX,SOUL.JK,896
WIDI,PT Widiant Jaya Krenindo Tbk,UNKNOWN,IDX,WIDI.JK,897
PCAR,PT Prima Cakrawala Abadi Tbk,UNKNOWN,IDX,PCAR.JK,898
ALTO,PT Tri Banyan Tirta Tbk,UNKNOWN,IDX,ALTO.JK,899
INDX,PT Tanah Laut Tbk,UNKNOWN,IDX,INDX.JK,900
PLAN,PT Planet Properindo Jaya Tbk,UNKNOWN,IDX,PLAN.JK,901
BMBL,PT Lavender Bina Cendikia Tbk,UNKNOWN,IDX,BMBL.JK,902
TOPS,PT Totalindo Eka Persada Tbk,UNKNOWN,IDX,TOPS.JK,903
HADE,PT Himalaya Energi Perkasa Tbk,UNKNOWN,IDX,HADE.JK,904
FIMP,PT Fimperkasa Utama Tbk,UNKNOWN,IDX,FIMP.JK,905
LMSH,PT Lionmesh Prima Tbk,UNKNOWN,IDX,LMSH.JK,906
MKNT,PT Mitra Komunikasi Nusantara Tbk,UNKNOWN,IDX,MKNT.JK,907
